Problem,Variant,AblationID,Run,IGD,HV,Runtime,FE
DF3,No_C3_Convergence,1,15,0.326757937502048,0.386372864584039,2.51377,10000
DF3,No_C3_Convergence,1,16,0.301323290629385,0.403500042803293,2.6636032,10000
DF3,No_C3_Convergence,1,17,0.295227441518869,0.40258757360414,2.4435653,10000
DF3,No_C3_Convergence,1,18,0.251482662415163,0.43413540240846,2.4682786,10000
DF3,No_C3_Convergence,1,19,0.316636169203731,0.39529941997891,2.5111792,10000
DF3,No_C3_Convergence,1,20,0.273678211389419,0.425341654953278,2.7845767,10000
DF3,No_C3_Convergence,1,21,0.34504249867729,0.377795109324339,2.5482323,10000
DF3,No_C3_Convergence,1,22,0.286771092742542,0.413498344587696,2.494714,10000
DF3,No_C3_Convergence,1,23,0.33155632746031,0.38397146665807,2.5596363,10000
DF3,No_C3_Convergence,1,24,0.323111734536041,0.394746466189827,2.5934774,10000
DF3,No_C3_Convergence,1,25,0.217931801265095,0.463395701576272,2.6115916,10000
DF3,No_C3_Convergence,1,26,0.315985050867244,0.39680826185912,2.486326,10000
DF3,No_C3_Convergence,1,27,0.309504673500842,0.401284623437038,2.4698063,10000
DF3,No_C3_Convergence,1,28,0.314836091201457,0.398424399323905,2.6293574,10000
DF3,No_C3_Convergence,1,29,0.328759498589966,0.383886900301093,2.5579874,10000
DF3,No_C3_Convergence,1,30,0.294207909105802,0.409314458820287,2.4670458,10000
DF3,No_Memristor_Adaptive,2,1,0.262899545174663,0.424810169293039,2.231225,10000
DF3,No_Memristor_Adaptive,2,2,0.293373390205092,0.404012712621341,2.4632565,10000
DF3,No_Memristor_Adaptive,2,3,0.225858083519845,0.455563160741657,2.2347842,10000
DF3,No_Memristor_Adaptive,2,4,0.174284135666623,0.50940670339167,2.2682932,10000
DF3,No_Memristor_Adaptive,2,5,0.267889383940299,0.424430726577684,2.46179,10000
DF3,No_Memristor_Adaptive,2,6,0.273160572105784,0.417360234124783,2.4543577,10000
DF3,No_Memristor_Adaptive,2,7,0.308533845104578,0.399305636019698,2.3202038,10000
DF3,No_Memristor_Adaptive,2,8,0.284225303469168,0.4144326748497,2.2555214,10000
DF3,No_Memristor_Adaptive,2,9,0.234413121848929,0.446761348081092,1.9840039,10000
DF3,No_Memristor_Adaptive,2,10,0.279175811309407,0.415191054565435,2.5197004,10000
DF3,No_Memristor_Adaptive,2,11,0.265484216069963,0.420621214154811,2.1376341,10000
DF3,No_Memristor_Adaptive,2,12,0.320829054148446,0.391682251679756,2.1723955,10000
DF3,No_Memristor_Adaptive,2,13,0.265843818624955,0.430006117417635,2.2417493,10000
DF3,No_Memristor_Adaptive,2,14,0.278835729909064,0.418516561612961,1.8930432,10000
DF3,No_Memristor_Adaptive,2,15,0.27464843298926,0.417171352814171,1.8126458,10000
DF3,No_Memristor_Adaptive,2,16,0.256674510552731,0.432381026268782,1.8998946,10000
DF3,No_Memristor_Adaptive,2,17,0.189601397261713,0.488327326971802,2.0937788,10000
DF3,No_Memristor_Adaptive,2,18,0.176813874988815,0.505276743281255,2.0386185,10000
